민중당,*,*,4
우리공화당,*,*,0
민생당,*,*,2,3
정의당,*,*,4
미래통합당,*,*,1
더불어민주당,*,*,3
무소속,서울특별시,차성수,3
무소속,서울특별시,김성식,2
무소속,대구광역시,정태옥,1
무소속,대구광역시,홍준표,1
무소속,대구광역시,곽대훈,1
무소속,인천광역시,윤상현,1
무소속,광주광역시,김성환,3
무소속,광주광역시,김경진,3
무소속,경기도,이현재,1
무소속,강원도,권성동,1
무소속,강원도,조일현,3
무소속,충청남도,정용선,1
무소속,전라북도,김광수,3
무소속,전라북도,최형재,1
무소속,전라북도,김관영,3
무소속,전라북도,이용호,3
무소속,전라북도,김종회,3
무소속,전라북도,임정엽,3
무소속,전라남도,이용주,3
무소속,전라남도,권세도,1
무소속,전라남도,노관규,1
무소속,전라남도,정인화,3
무소속,전라남도,김선우,1
무소속,경상북도,정종복,1
무소속,경상북도,권택기,1
무소속,경상북도,장윤석,1
무소속,경상북도,김장주,1
무소속,경상북도,이한성,1
무소속,경상북도,김현기,1
무소속,경상남도,김태호,1


