새누리당,*,*,1
민중연합당,*,*,4
녹색당,*,*,4
노동당,*,*,4
정의당,*,*,4
더불어민주당,*,*,3
국민의당,*,*,2
무소속,서울특별시,이재오,1
무소속,서울특별시,김영순,1
무소속,부산광역시,임정석,1
무소속,부산광역시,최선명,3
무소속,부산광역시,박승환,1
무소속,부산광역시,장제원,1
무소속,부산광역시,박견목,3
무소속,대구광역시,박창달,1
무소속,대구광역시,류성걸,1
무소속,대구광역시,유승민,1
무소속,대구광역시,서중현,1
무소속,대구광역시,손창민,1
무소속,대구광역시,권은희,1
무소속,대구광역시,홍의락,3
무소속,대구광역시,주호영,1
무소속,대구광역시,조석원,4
무소속,대구광역시,구성재,1
무소속,인천광역시,안상수,1
무소속,인천광역시,윤상현,1
무소속,울산광역시,박기준,1
무소속,울산광역시,송철호,3
무소속,울산광역시,김종훈,4
무소속,울산광역시,윤종오,4
무소속,울산광역시,강길부,1
무소속,세종특별자치시,이해찬,3
무소속,경기도,임태희,1
무소속,경기도,류화선,1
무소속,강원도,이철규,1
무소속,강원도,김진선,1
무소속,강원도,정해용,3
무소속,충청남도,한상율,3
무소속,충청남도,양희권,1
무소속,전라북도,이강수,3
무소속,전라북도,강동원,4
무소속,전라남도,김영규,3
무소속,경상북도,박승호,1
무소속,경상북도,임영숙,1
무소속,경상북도,정종복,1
무소속,경상북도,권영국,4
무소속,경상북도,박판수,1
무소속,경상북도,김태환,1
무소속,경상북도,김수철,3
무소속,경상북도,최기문,3
무소속,경상북도,이귀영,1
무소속,홍성태,1
무소속,경상남도,이혁,1
무소속,경상남도,강주열,3
무소속,경상남도,차상돈,3
무소속,경상남도,조해진,1
무소속,경상남도,박인,1


